study,participant.id,start.date,end.date,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,familiarity.algorithms.gov
study 3,study3_394,2/2/2021 14:06,2/2/2021 14:16,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,47,0,1
study 3,study3_395,2/2/2021 14:06,2/2/2021 14:29,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,22,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,60,1,1
study 3,study3_396,2/2/2021 14:07,2/2/2021 14:17,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,1,1
study 3,study3_397,2/2/2021 14:07,2/2/2021 14:19,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,0
study 3,study3_398,2/2/2021 14:08,2/15/2021 10:19,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18491,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,38,1,0
study 3,study3_399,2/2/2021 14:08,2/2/2021 14:17,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,59,1,1
study 3,study3_400,2/2/2021 14:08,2/2/2021 14:20,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,54,0,0
study 3,study3_401,2/2/2021 14:12,2/2/2021 14:26,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,1,1
study 3,study3_402,2/2/2021 14:13,2/2/2021 14:29,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,1
study 3,study3_403,2/2/2021 14:14,2/2/2021 14:21,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,24,1,0
study 3,study3_404,2/2/2021 14:15,2/2/2021 14:27,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,38,1,0
study 3,study3_405,2/2/2021 14:21,2/2/2021 14:37,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,16,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,59,1,1
study 3,study3_406,2/2/2021 14:23,2/2/2021 14:33,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,51,1,1
study 3,study3_407,2/2/2021 14:23,2/2/2021 14:31,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,0,1
study 3,study3_408,2/2/2021 14:24,2/2/2021 14:53,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,29,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,46,1,1
study 3,study3_409,2/2/2021 14:26,2/2/2021 15:10,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,45,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,61,1,0
study 3,study3_410,2/2/2021 14:31,2/2/2021 14:40,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,62,1,1
study 3,study3_411,2/2/2021 14:33,2/2/2021 14:49,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_412,2/2/2021 14:38,2/2/2021 15:16,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,38,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,1,1
study 3,study3_413,2/2/2021 14:38,2/2/2021 15:01,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,22,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,63,1,1
study 3,study3_414,2/2/2021 14:40,2/2/2021 14:51,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_415,2/2/2021 14:41,2/2/2021 14:53,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,58,0,1
study 3,study3_416,2/2/2021 14:42,2/2/2021 14:59,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,57,0,1
study 3,study3_417,2/2/2021 14:49,2/2/2021 14:59,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,50,1,1
study 3,study3_418,2/2/2021 14:50,2/2/2021 14:59,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,0,0
study 3,study3_419,2/2/2021 14:53,2/17/2021 17:27,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,21754,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,55,1,0
study 3,study3_420,2/2/2021 14:53,2/2/2021 15:00,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,59,0,1
study 3,study3_421,2/2/2021 14:54,2/2/2021 15:03,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,42,1,0
study 3,study3_422,2/2/2021 14:59,2/2/2021 15:12,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,0
study 3,study3_423,2/2/2021 15:03,2/2/2021 15:28,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,25,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,1
study 3,study3_424,2/2/2021 15:12,2/2/2021 15:24,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_425,2/2/2021 15:23,2/2/2021 15:35,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,63,1,1
study 3,study3_426,2/2/2021 15:26,2/2/2021 15:35,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,60,1,1
study 3,study3_427,2/2/2021 15:27,2/2/2021 15:36,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,58,1,0
study 3,study3_428,2/2/2021 15:28,2/2/2021 15:47,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,45,0,1
study 3,study3_429,2/2/2021 15:32,2/6/2021 16:05,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5793,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,62,1,1
study 3,study3_430,2/2/2021 15:37,2/2/2021 15:48,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_431,2/2/2021 15:40,2/2/2021 15:50,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,0,1
study 3,study3_432,2/2/2021 15:42,2/2/2021 15:55,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,0,1
study 3,study3_433,2/2/2021 15:45,2/2/2021 16:04,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,55,1,0
study 3,study3_434,2/2/2021 15:46,2/2/2021 15:52,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,52,1,0
study 3,study3_435,2/2/2021 15:48,2/2/2021 15:53,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,62,0,1
study 3,study3_436,2/2/2021 15:59,2/17/2021 12:47,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,21408,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,61,0,0
study 3,study3_437,2/2/2021 16:04,2/2/2021 18:34,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,149,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,54,0,1
study 3,study3_438,2/2/2021 16:08,2/2/2021 16:18,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,57,1,1
study 3,study3_439,2/2/2021 16:08,2/2/2021 16:18,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,1
study 3,study3_440,2/2/2021 16:14,2/2/2021 16:24,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,0
study 3,study3_441,2/2/2021 16:16,2/2/2021 16:25,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,50,1,1
study 3,study3_442,2/2/2021 16:17,2/2/2021 16:29,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,43,1,1
study 3,study3_443,2/2/2021 16:21,2/2/2021 17:07,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,47,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,63,0,0
study 3,study3_444,2/2/2021 16:22,2/16/2021 9:56,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19773,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_445,2/2/2021 16:29,2/2/2021 16:45,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,1,1
study 3,study3_446,2/2/2021 16:35,2/2/2021 16:49,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,65,1,1
study 3,study3_447,2/2/2021 16:53,2/2/2021 17:00,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,60,0,1
study 3,study3_448,2/2/2021 16:57,2/2/2021 17:02,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,58,1,0
study 3,study3_449,2/2/2021 17:10,2/2/2021 17:20,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,61,0,0
study 3,study3_450,2/2/2021 17:11,2/2/2021 17:24,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,0,1
study 3,study3_451,2/2/2021 17:15,2/2/2021 17:37,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,22,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,52,0,0
study 3,study3_452,2/2/2021 17:15,2/2/2021 17:24,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,1
study 3,study3_453,2/2/2021 17:17,2/2/2021 17:34,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,45,1,1
study 3,study3_454,2/2/2021 17:22,2/2/2021 17:31,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,0,1
study 3,study3_455,2/2/2021 17:22,2/2/2021 17:30,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,64,0,1
study 3,study3_456,2/2/2021 17:30,2/2/2021 17:44,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,43,1,1
study 3,study3_457,2/2/2021 17:32,2/15/2021 11:08,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18336,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,0,1
study 3,study3_458,2/2/2021 17:35,2/2/2021 17:49,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,1
study 3,study3_459,2/2/2021 17:37,2/2/2021 17:48,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,59,1,0
study 3,study3_460,2/2/2021 17:44,2/2/2021 17:53,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,0,1
study 3,study3_461,2/2/2021 17:46,2/2/2021 17:57,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,1
study 3,study3_462,2/2/2021 17:46,2/2/2021 18:09,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,57,1,0
study 3,study3_463,2/2/2021 17:53,2/2/2021 18:11,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,47,1,1
study 3,study3_464,2/2/2021 17:54,2/2/2021 18:02,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,57,0,0
study 3,study3_465,2/2/2021 18:15,2/2/2021 19:31,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,76,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,62,0,1
study 3,study3_466,2/2/2021 18:17,2/15/2021 12:08,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18352,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,57,1,1
study 3,study3_467,2/2/2021 18:19,2/16/2021 12:33,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19814,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,46,1,1
study 3,study3_468,2/2/2021 18:22,2/2/2021 18:33,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,49,NA,1
study 3,study3_469,2/2/2021 18:34,2/2/2021 18:51,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,1
study 3,study3_470,2/2/2021 18:46,2/2/2021 18:52,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,1
study 3,study3_471,2/2/2021 18:50,2/2/2021 21:00,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,129,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,0,1
study 3,study3_472,2/2/2021 19:05,2/2/2021 19:20,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,63,0,1
study 3,study3_473,2/2/2021 19:22,2/2/2021 19:44,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,22,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,1
study 3,study3_474,2/2/2021 19:34,2/2/2021 19:42,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,65,0,0
study 3,study3_475,2/2/2021 19:35,2/15/2021 10:28,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18172,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,0,1
study 3,study3_476,2/2/2021 19:37,2/2/2021 19:46,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,63,0,1
study 3,study3_477,2/2/2021 19:40,2/2/2021 19:52,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,59,1,1
study 3,study3_478,2/2/2021 19:50,2/2/2021 20:00,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,61,1,0
study 3,study3_479,2/2/2021 20:04,2/2/2021 20:14,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,63,0,1
study 3,study3_480,2/2/2021 20:06,2/2/2021 20:17,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_481,2/2/2021 20:11,2/2/2021 20:21,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,62,1,1
study 3,study3_482,2/2/2021 20:12,2/2/2021 20:21,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,54,1,1
study 3,study3_483,2/2/2021 20:13,2/2/2021 20:25,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_484,2/2/2021 20:19,2/2/2021 20:34,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,59,1,0
study 3,study3_485,2/2/2021 20:24,2/2/2021 20:34,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,61,0,0
study 3,study3_486,2/2/2021 20:36,2/2/2021 20:45,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,48,0,1
study 3,study3_487,2/2/2021 20:38,2/2/2021 20:44,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,1,63,0,1
study 3,study3_488,2/2/2021 20:46,2/2/2021 20:59,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,1
study 3,study3_489,2/2/2021 20:59,2/2/2021 21:05,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,39,1,0
study 3,study3_490,2/2/2021 21:22,2/2/2021 21:55,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,33,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,55,1,1
study 3,study3_491,2/2/2021 21:46,2/2/2021 22:18,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,32,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,53,0,1
study 3,study3_492,2/2/2021 21:48,2/2/2021 22:04,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,62,1,1
study 3,study3_493,2/2/2021 22:06,2/2/2021 22:14,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,0,0
study 3,study3_494,2/2/2021 22:08,2/2/2021 22:27,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,55,1,1
study 3,study3_495,2/2/2021 22:09,2/2/2021 23:00,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,51,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,1
study 3,study3_496,2/2/2021 22:55,2/2/2021 23:05,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,1
study 3,study3_497,2/2/2021 23:40,2/2/2021 23:48,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,1,0
study 3,study3_498,2/3/2021 1:39,2/3/2021 1:53,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,49,1,0
study 3,study3_499,2/3/2021 4:36,2/3/2021 5:32,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,56,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,3,0,0,0,63,0,1
study 3,study3_500,2/3/2021 6:44,2/3/2021 6:53,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,0
study 3,study3_501,2/3/2021 6:53,2/3/2021 7:01,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,59,1,0
study 3,study3_502,2/3/2021 7:17,2/3/2021 7:26,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,49,0,1
study 3,study3_503,2/3/2021 7:33,2/3/2021 7:40,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,4,1,0,0,59,0,1
study 3,study3_504,2/3/2021 7:41,2/3/2021 7:53,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,1,0
study 3,study3_505,2/3/2021 7:49,2/3/2021 8:08,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,0,1
study 3,study3_506,2/3/2021 8:05,2/3/2021 8:11,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,49,0,1
