study,participant.id,start.date,end.date,IMC,excluded,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,familiarity.algorithms.gov,congruence.lab
study 2,study2_333,3/27/2020 9:35,3/27/2020 9:51,0,1,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,16.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,49,1,3,NA,2.low
study 2,study2_334,3/27/2020 9:43,3/27/2020 9:51,1,0,0,human,0,0,0 none,0,Dutch teacher,7.4,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,25,1,4,NA,2.low
study 2,study2_335,3/27/2020 9:33,3/27/2020 9:41,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.82,2,M.S. Jansen,6,0,3. Other selection,0,1,8,0,1,0,70,NA,2,0,2.low
study 2,study2_336,3/27/2020 9:20,3/27/2020 9:39,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18.53,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,25,0,2,NA,2.low
study 2,study2_337,3/27/2020 9:36,3/27/2020 9:49,1,0,0,human,0,0,0 none,0,Dutch teacher,13.23,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,28,1,3,NA,1.high
study 2,study2_338,3/27/2020 9:42,3/27/2020 9:48,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.93,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,25,1,4,NA,1.high
study 2,study2_339,3/27/2020 9:27,3/27/2020 9:36,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,0,0,64,1,5,0,1.high
study 2,study2_340,3/27/2020 9:33,3/27/2020 9:46,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,13.32,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,0,0,0,1,69,0,1,1,2.low
study 2,study2_341,3/27/2020 9:40,3/27/2020 9:46,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.82,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,32,1,1,0,2.low
study 2,study2_342,3/27/2020 9:38,3/27/2020 9:47,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.1,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,47,1,1,1,2.low
study 2,study2_343,3/27/2020 9:28,3/27/2020 9:45,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,16.8,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,0,63,0,1,0,1.high
study 2,study2_344,3/27/2020 9:26,3/27/2020 9:44,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,17.57,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,76,1,4,1,2.low
study 2,study2_345,3/27/2020 9:39,3/27/2020 9:43,1,0,1,algorithm,1,0,0 none,0,Dutch teacher,3.78,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,27,1,4,0,2.low
study 2,study2_346,3/27/2020 9:32,3/27/2020 9:43,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.78,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,27,0,2,1,2.low
study 2,study2_347,3/27/2020 9:28,3/27/2020 9:34,1,0,0,human,0,0,0 none,0,Dutch teacher,6.48,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,25,1,1,NA,2.low
study 2,study2_348,3/27/2020 9:37,3/27/2020 9:42,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.15,1,A. Verhagen,8,0,3. Other selection,0,0,7,0,0,0,63,1,4,NA,1.high
study 2,study2_349,3/27/2020 9:32,3/27/2020 9:41,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.72,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,65,0,1,0,2.low
study 2,study2_350,3/27/2020 9:32,3/27/2020 9:43,1,0,0,human,0,0,0 none,0,Dutch teacher,11.18,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,48,NA,4,NA,1.high
study 2,study2_351,3/27/2020 9:37,3/27/2020 9:42,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.75,2,M.S. Jansen,6,0,3. Other selection,0,0,7,0,0,0,37,0,3,0,2.low
study 2,study2_352,3/27/2020 9:34,3/27/2020 9:40,1,0,0,human,0,0,0 none,0,Dutch teacher,5.82,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,1,20,1,1,NA,2.low
study 2,study2_353,3/27/2020 9:39,3/27/2020 9:42,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,2.17,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,7,0,0,1,33,0,3,NA,2.low
study 2,study2_354,3/27/2020 9:39,3/27/2020 9:41,0,1,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1.95,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,9,0,0,0,33,0,4,NA,2.low
study 2,study2_355,3/27/2020 9:31,3/27/2020 9:41,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.57,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,68,1,5,NA,2.low
study 2,study2_356,3/27/2020 9:32,3/27/2020 9:39,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.58,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,10,0,1,1,39,1,2,0,2.low
study 2,study2_357,3/27/2020 9:29,3/27/2020 9:40,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,38,1,4,1,1.high
study 2,study2_358,3/27/2020 9:30,3/27/2020 9:37,1,0,0,human,0,0,0 none,0,Dutch teacher,6.52,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,33,0,3,NA,2.low
study 2,study2_359,3/27/2020 9:29,3/27/2020 9:38,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.97,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,66,0,4,1,2.low
study 2,study2_360,3/27/2020 9:30,3/27/2020 9:38,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,8.47,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,35,0,3,NA,1.high
study 2,study2_361,3/27/2020 9:33,3/27/2020 9:36,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,3.03,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,31,1,3,0,1.high
study 2,study2_362,3/27/2020 9:28,3/27/2020 9:36,1,0,0,human,0,0,0 none,0,Dutch teacher,7.75,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,3,0,0,0,18,1,1,NA,2.low
study 2,study2_363,3/27/2020 9:24,3/27/2020 9:34,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.35,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,28,1,4,NA,2.low
study 2,study2_364,3/27/2020 9:37,3/27/2020 11:48,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,131.08,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,35,1,4,0,1.high
study 2,study2_365,3/27/2020 12:36,3/27/2020 12:37,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1.13,2,M.S. Jansen,6,0,3. Other selection,1,0,7,0,0,0,57,NA,4,0,2.low
study 2,study2_366,3/26/2020 12:51,3/26/2020 13:09,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,17.37,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,74,0,3,0,2.low
study 2,study2_367,3/26/2020 12:17,3/26/2020 12:32,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,14.67,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,87,0,1,NA,1.high
study 2,study2_368,3/27/2020 14:27,3/27/2020 14:29,0,1,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.82,1,A. Verhagen,8,0,3. Other selection,0,1,7,0,1,1,28,0,3,0,1.high
study 2,study2_369,3/27/2020 14:26,3/27/2020 14:30,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.3,1,A. Verhagen,8,0,3. Other selection,1,1,0,0,1,1,40,1,3,0,1.high
study 2,study2_370,3/27/2020 14:26,3/27/2020 14:30,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.58,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,8,0,0,1,57,0,4,0,2.low
study 2,study2_371,3/27/2020 14:28,3/27/2020 14:31,0,1,0,human,0,0,0 none,0,Dutch teacher,3.05,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,5,0,1,1,52,0,1,NA,1.high
study 2,study2_372,3/27/2020 14:26,3/27/2020 14:32,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.65,2,M.S. Jansen,6,0,3. Other selection,1,0,8,0,0,1,38,0,3,NA,2.low
study 2,study2_373,3/27/2020 14:28,3/27/2020 14:33,0,1,1,human,0,0,0 none,0,Dutch teacher,5.03,1,A. Verhagen,8,0,3. Other selection,0,1,7,0,1,1,20,0,4,NA,1.high
study 2,study2_374,3/27/2020 14:31,3/27/2020 14:38,1,0,1,algorithm,1,0,0 none,0,Dutch teacher,7,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,39,0,3,0,1.high
study 2,study2_375,3/27/2020 14:32,3/27/2020 14:39,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.62,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,60,0,2,0,2.low
study 2,study2_376,3/27/2020 14:33,3/27/2020 14:42,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,8.83,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,18,0,2,NA,1.high
study 2,study2_377,3/27/2020 14:33,3/27/2020 14:43,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.68,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,54,1,5,NA,1.high
study 2,study2_378,3/27/2020 14:40,3/27/2020 14:44,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.03,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,43,1,4,NA,2.low
study 2,study2_379,3/27/2020 14:35,3/27/2020 14:44,1,0,0,human,0,0,0 none,0,Dutch teacher,8.55,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,74,NA,3,NA,2.low
study 2,study2_380,3/27/2020 14:37,3/27/2020 14:44,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.6,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,70,0,5,NA,2.low
study 2,study2_381,3/27/2020 14:35,3/27/2020 14:45,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.78,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,33,1,2,0,1.high
study 2,study2_382,3/27/2020 14:38,3/27/2020 14:45,1,0,1,human,0,0,0 none,0,Dutch teacher,6.95,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,0,23,0,4,NA,2.low
study 2,study2_383,3/27/2020 14:33,3/27/2020 14:46,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,13.18,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,0,4,0,2.low
study 2,study2_384,3/27/2020 14:32,3/27/2020 14:48,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,16.63,1,A. Verhagen,8,0,3. Other selection,0,1,8,1,1,0,72,1,3,0,1.high
study 2,study2_385,3/27/2020 14:35,3/27/2020 14:52,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,16.7,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,69,1,1,0,2.low
study 2,study2_386,3/27/2020 14:41,3/27/2020 14:56,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,14.9,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,0,0,64,1,4,NA,1.high
study 2,study2_387,3/27/2020 14:34,3/27/2020 14:57,1,0,0,human,0,0,0 none,0,Dutch teacher,22.58,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,75,1,4,NA,2.low
study 2,study2_388,3/27/2020 14:33,3/27/2020 14:57,1,0,0,human,0,0,0 none,0,Dutch teacher,23.97,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,75,1,2,NA,2.low
study 2,study2_389,3/27/2020 14:37,3/27/2020 15:00,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,23.12,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,0,75,1,5,1,1.high
study 2,study2_390,3/27/2020 14:34,3/27/2020 15:03,1,0,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,28.47,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,32,1,3,1,1.high
study 2,study2_391,3/27/2020 14:40,3/27/2020 15:03,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,23,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,69,0,1,1,2.low
study 2,study2_392,3/27/2020 15:11,3/27/2020 15:13,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,1.8,2,M.S. Jansen,6,0,3. Other selection,0,0,8,0,1,1,34,1,4,0,2.low
study 2,study2_393,3/27/2020 14:36,3/27/2020 16:04,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,87.9,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,35,1,4,NA,2.low
study 2,study2_394,3/27/2020 20:46,3/27/2020 20:48,0,1,1,human,0,0,0 none,0,Dutch teacher,1.42,2,M.S. Jansen,6,0,3. Other selection,1,0,8,0,0,1,33,1,3,NA,2.low
study 2,study2_395,3/27/2020 20:53,3/27/2020 20:54,0,1,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1.08,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,7,0,0,1,34,1,4,NA,2.low
study 2,study2_396,3/27/2020 14:35,3/27/2020 14:44,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.43,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,82,1,5,1,2.low
study 2,study2_397,3/27/2020 14:29,3/27/2020 14:34,1,0,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.5,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,NA,NA,NA,1,2.low
study 2,study2_398,01-04-20 15:25,01-04-20 15:31,1,0,1,human,0,0,0 none,0,Dutch teacher,5.55,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,52,0,5,NA,2.low
study 2,study2_399,01-04-20 15:29,01-04-20 15:32,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.93,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,29,1,4,1,1.high
study 2,study2_400,01-04-20 15:25,01-04-20 15:35,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.35,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,62,0,2,NA,2.low
study 2,study2_401,01-04-20 15:33,01-04-20 15:35,0,1,0,human,0,0,0 none,0,Dutch teacher,1.55,2,M.S. Jansen,6,0,3. Other selection,0,0,3,0,0,1,24,1,1,NA,2.low
study 2,study2_402,01-04-20 15:34,01-04-20 15:37,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.92,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,0,19,1,2,0,1.high
study 2,study2_403,01-04-20 15:35,01-04-20 15:37,0,1,0,human,0,0,0 none,0,Dutch teacher,2,1,A. Verhagen,8,0,3. Other selection,0,0,3,0,0,1,18,1,5,NA,1.high
study 2,study2_404,01-04-20 15:36,01-04-20 15:37,0,1,1,human,0,0,0 none,0,Dutch teacher,1.88,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,0,0,39,0,2,NA,1.high
study 2,study2_405,01-04-20 15:34,01-04-20 15:38,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3.8,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,1,30,0,1,NA,2.low
study 2,study2_406,01-04-20 15:33,01-04-20 15:38,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,4.83,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,22,1,1,0,1.high
study 2,study2_407,01-04-20 15:32,01-04-20 15:38,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.22,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,5,1,2.low
study 2,study2_408,01-04-20 15:31,01-04-20 15:39,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.1,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,52,1,5,1,2.low
study 2,study2_409,01-04-20 15:34,01-04-20 15:39,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.92,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,43,0,2,0,2.low
study 2,study2_410,01-04-20 15:35,01-04-20 15:39,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.58,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,21,1,3,NA,1.high
study 2,study2_411,01-04-20 15:34,01-04-20 15:39,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.23,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,62,1,5,NA,2.low
study 2,study2_412,01-04-20 15:37,01-04-20 15:40,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,2.93,2,M.S. Jansen,6,0,3. Other selection,0,0,7,0,0,0,20,0,1,0,2.low
study 2,study2_413,01-04-20 15:34,01-04-20 15:40,1,0,0,human,0,0,0 none,0,Dutch teacher,5.47,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,31,1,4,NA,1.high
study 2,study2_414,01-04-20 15:37,01-04-20 15:40,0,1,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,2.62,2,M.S. Jansen,6,0,3. Other selection,1,0,9,0,1,1,73,1,4,NA,2.low
study 2,study2_415,01-04-20 15:34,01-04-20 15:40,1,0,0,human,0,0,0 none,0,Dutch teacher,6.43,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,61,1,4,NA,2.low
study 2,study2_416,01-04-20 15:36,01-04-20 15:40,0,1,1,human,0,0,0 none,0,Dutch teacher,4.43,1,A. Verhagen,8,0,3. Other selection,0,1,8,1,1,0,44,0,3,NA,1.high
study 2,study2_417,01-04-20 15:34,01-04-20 15:40,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.4,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,26,1,5,0,2.low
study 2,study2_418,01-04-20 15:33,01-04-20 15:40,1,0,0,human,0,0,0 none,0,Dutch teacher,6.98,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,46,0,2,NA,2.low
study 2,study2_419,01-04-20 15:33,01-04-20 15:40,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.92,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,21,1,1,NA,1.high
study 2,study2_420,01-04-20 15:38,01-04-20 15:41,1,0,0,human,0,0,0 none,0,Dutch teacher,3.13,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,24,1,4,NA,2.low
study 2,study2_421,01-04-20 15:35,01-04-20 15:41,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.1,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,69,1,4,NA,1.high
study 2,study2_422,01-04-20 15:33,01-04-20 15:41,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.33,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,46,0,3,0,2.low
study 2,study2_423,01-04-20 15:36,01-04-20 15:41,0,1,1,human,0,0,0 none,0,Dutch teacher,5.22,1,A. Verhagen,8,0,3. Other selection,0,0,7,0,0,1,52,0,3,NA,1.high
study 2,study2_424,01-04-20 15:34,01-04-20 15:41,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,6.78,1,A. Verhagen,8,0,3. Other selection,1,0,6,0,0,1,40,0,3,0,1.high
study 2,study2_425,01-04-20 15:35,01-04-20 15:41,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.67,2,M.S. Jansen,6,0,3. Other selection,0,0,6,1,1,0,64,1,1,NA,2.low
study 2,study2_426,01-04-20 15:39,01-04-20 15:41,0,1,1,human,0,0,0 none,0,Dutch teacher,2.15,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,5,0,1,0,24,1,3,NA,2.low
study 2,study2_427,01-04-20 15:37,01-04-20 15:42,1,0,0,human,0,0,0 none,0,Dutch teacher,4.63,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,20,1,1,NA,1.high
study 2,study2_428,01-04-20 15:36,01-04-20 15:42,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.02,1,A. Verhagen,8,0,3. Other selection,1,1,7,0,0,1,57,1,5,NA,1.high
study 2,study2_429,01-04-20 15:34,01-04-20 15:42,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.45,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,34,1,5,0,2.low
study 2,study2_430,01-04-20 15:34,01-04-20 15:42,1,0,0,human,0,0,0 none,0,Dutch teacher,7.8,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,61,0,2,NA,1.high
study 2,study2_431,01-04-20 15:35,01-04-20 15:42,1,0,0,human,0,0,0 none,0,Dutch teacher,7.17,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,7,0,0,0,39,0,3,NA,2.low
study 2,study2_432,01-04-20 15:37,01-04-20 15:42,0,1,1,algorithm,1,0,0 none,0,Dutch teacher,5.17,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,30,1,2,0,1.high
study 2,study2_433,01-04-20 15:40,01-04-20 15:42,0,1,1,algorithm,1,0,0 none,0,Dutch teacher,2.42,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,1,0,43,1,2,0,2.low
study 2,study2_434,01-04-20 15:33,01-04-20 15:42,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.17,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,0,0,65,0,5,0,1.high
study 2,study2_435,01-04-20 15:35,01-04-20 15:43,1,0,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.08,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,21,0,1,0,2.low
study 2,study2_436,01-04-20 15:37,01-04-20 15:43,1,0,0,human,0,0,0 none,0,Dutch teacher,6.53,2,M.S. Jansen,6,0,3. Other selection,0,0,9,0,0,0,61,1,5,NA,2.low
study 2,study2_437,01-04-20 15:40,01-04-20 15:43,0,1,1,human,0,0,0 none,0,Dutch teacher,3.22,2,M.S. Jansen,6,0,3. Other selection,0,0,7,0,1,1,56,1,3,NA,2.low
study 2,study2_438,01-04-20 15:34,01-04-20 15:43,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.93,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,36,1,1,0,1.high
study 2,study2_439,01-04-20 15:34,01-04-20 15:44,1,0,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.97,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,34,0,3,1,1.high
study 2,study2_440,01-04-20 15:41,01-04-20 15:44,0,1,0,human,0,0,0 none,0,Dutch teacher,2.2,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,0,52,0,3,NA,2.low
study 2,study2_441,01-04-20 15:40,01-04-20 15:44,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3.88,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,60,0,2,NA,2.low
study 2,study2_442,01-04-20 15:38,01-04-20 15:44,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.17,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,45,0,3,NA,2.low
