study,participant.id,start.date,end.date,IMC,excluded,advice,advice.algorithm,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,teacher.order,familiarity.algorithms.gov,congruence.lab
study 1,study1_598,18-02-20 11:39,18-02-20 11:46,1,0,algorithm,1,7.47,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,32,1,4,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_599,18-02-20 11:42,18-02-20 11:47,0,1,human,0,4.1,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,18,1,3,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_600,18-02-20 11:42,18-02-20 11:47,1,0,human,0,4.5,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,34,1,4,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_601,18-02-20 11:42,18-02-20 11:47,1,0,algorithm,1,5.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,67,1,2,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_602,18-02-20 11:39,18-02-20 11:47,0,1,human,0,7.8,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,0,0,0,0,79,0,2,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_603,18-02-20 11:39,18-02-20 11:47,1,0,algorithm,1,8.33,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,62,0,3,Jansen-Verhagen-den Heijer,1,1.high
study 1,study1_604,18-02-20 11:41,18-02-20 11:47,0,1,algorithm,1,5.97,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,8,0,0,1,26,1,3,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_605,18-02-20 11:42,18-02-20 11:47,1,0,algorithm,1,5.6,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,1,1,47,0,2,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_606,18-02-20 11:40,18-02-20 11:47,1,0,human,0,7.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,23,1,2,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_607,18-02-20 11:42,18-02-20 11:47,1,0,algorithm,1,5.33,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,19,0,3,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_608,18-02-20 11:41,18-02-20 11:48,1,0,human,0,6.78,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,43,1,1,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_609,18-02-20 11:36,18-02-20 11:48,1,0,algorithm,1,11.33,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,0,0,0,1,60,0,2,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_610,18-02-20 11:39,18-02-20 11:48,1,0,algorithm,1,8.48,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,3,0,0,1,63,0,2,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_611,18-02-20 11:39,18-02-20 11:48,1,0,human,0,8.67,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,7,0,0,0,28,1,3,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_612,18-02-20 11:42,18-02-20 11:48,1,0,human,0,5.65,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,22,1,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_613,18-02-20 11:40,18-02-20 11:48,1,0,algorithm,1,8.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,22,1,2,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_614,18-02-20 11:40,18-02-20 11:48,1,0,human,0,8.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,37,1,4,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_615,18-02-20 11:41,18-02-20 11:48,1,0,algorithm,1,7.63,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,18,0,1,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_616,18-02-20 11:42,18-02-20 11:48,1,0,human,0,6.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,31,1,2,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_617,18-02-20 11:42,18-02-20 11:48,1,0,human,0,5.92,2,2.Jansen,8,0,3. Other selection,1,0,8,1,1,0,36,1,4,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_618,18-02-20 11:41,18-02-20 11:48,1,0,human,0,7.42,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,3,0,0,1,60,0,1,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_619,18-02-20 11:41,18-02-20 11:48,1,0,human,0,7.77,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,0,0,1,1,68,0,4,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_620,18-02-20 11:39,18-02-20 11:48,1,0,algorithm,1,9.05,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,73,0,2,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_621,18-02-20 11:41,18-02-20 11:49,0,1,human,0,7.57,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,1,19,1,3,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_622,18-02-20 11:42,18-02-20 11:49,1,0,algorithm,1,7.03,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,40,0,2,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_623,18-02-20 11:42,18-02-20 11:49,1,0,algorithm,1,6.9,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,24,1,1,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_624,18-02-20 11:39,18-02-20 11:49,1,0,algorithm,1,10.47,2,2.Jansen,8,0,3. Other selection,1,0,8,1,1,0,40,1,5,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_625,18-02-20 11:42,18-02-20 11:49,1,0,algorithm,1,7.17,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,43,0,4,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_626,18-02-20 11:39,18-02-20 11:50,1,0,algorithm,1,11.17,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,63,0,3,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_627,18-02-20 11:41,18-02-20 11:50,1,0,algorithm,1,9.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,59,1,4,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_628,18-02-20 11:39,18-02-20 11:50,1,0,algorithm,1,11.35,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,63,0,5,Jansen-den Heijer-Verhagen,1,3.low
study 1,study1_629,18-02-20 11:39,18-02-20 11:51,1,0,human,0,11.75,2,2.Jansen,6,0,3. Other selection,0,0,6,1,0,1,66,1,1,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_630,18-02-20 11:39,18-02-20 11:51,0,1,algorithm,1,11.97,1,1.Verhagen,8,0,3. Other selection,1,0,10,0,0,0,57,1,5,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_631,18-02-20 11:40,18-02-20 11:51,1,0,human,0,10.67,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,NA,1,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_632,18-02-20 11:41,18-02-20 11:51,1,0,human,0,9.55,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,0,1,45,0,4,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_633,18-02-20 11:41,18-02-20 11:51,1,0,algorithm,1,10.38,1,1.Verhagen,8,0,3. Other selection,0,1,9,0,1,0,80,1,4,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_634,18-02-20 11:40,18-02-20 11:52,1,0,human,0,11.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,57,0,3,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_635,18-02-20 11:40,18-02-20 11:52,1,0,algorithm,1,11.68,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,39,1,4,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_636,18-02-20 11:39,18-02-20 11:53,1,0,algorithm,1,13.78,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,32,0,2,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_637,18-02-20 11:42,18-02-20 11:53,1,0,human,0,11.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,0,0,0,0,59,NA,2,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_638,18-02-20 11:40,18-02-20 11:54,1,0,algorithm,1,14.12,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,70,1,4,den Heijer-Jansen-Verhagen,1,3.low
study 1,study1_639,18-02-20 11:41,18-02-20 11:55,1,0,human,0,13.83,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,61,1,5,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_640,18-02-20 11:41,18-02-20 11:56,1,0,algorithm,1,14.93,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,25,1,1,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_641,18-02-20 11:42,18-02-20 11:56,1,0,algorithm,1,13.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,0,1,28,0,3,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_642,18-02-20 11:41,18-02-20 11:56,1,0,algorithm,1,15.07,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,75,1,5,den Heijer-Jansen-Verhagen,1,3.low
study 1,study1_643,18-02-20 11:40,18-02-20 11:58,1,0,algorithm,1,18.3,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,22,1,1,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_644,18-02-20 11:41,18-02-20 11:58,0,1,algorithm,1,16.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,73,0,2,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_645,18-02-20 11:42,18-02-20 11:59,1,0,human,0,16.63,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,37,0,2,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_646,18-02-20 11:42,18-02-20 11:59,1,0,algorithm,1,16.65,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,62,1,2,Verhagen-Jansen-den Heijer,1,1.high
study 1,study1_647,18-02-20 11:39,18-02-20 12:00,1,0,algorithm,1,20.62,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,48,1,3,den Heijer-Jansen-Verhagen,1,3.low
study 1,study1_648,18-02-20 11:42,18-02-20 12:09,0,1,algorithm,1,27.07,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,5,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_649,18-02-20 11:39,18-02-20 12:11,1,0,human,0,32.12,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,42,0,5,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_650,18-02-20 11:41,18-02-20 12:28,1,0,human,0,46.83,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,69,0,3,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_651,18-02-20 12:52,18-02-20 12:54,0,1,human,0,1.92,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,9,0,0,0,23,0,3,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_652,18-02-20 12:53,18-02-20 12:57,0,1,algorithm,1,3.7,1,1.Verhagen,8,0,3. Other selection,1,1,7,0,1,1,30,1,3,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_653,18-02-20 12:53,18-02-20 12:57,1,0,human,0,3.75,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,59,1,4,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_654,18-02-20 12:54,18-02-20 12:57,0,1,human,0,2.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,0,61,1,4,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_655,18-02-20 12:52,18-02-20 12:57,1,0,algorithm,1,4.92,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,45,0,1,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_656,18-02-20 12:53,18-02-20 12:57,0,1,human,0,4.05,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,62,0,2,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_657,18-02-20 12:52,18-02-20 12:58,0,1,algorithm,1,5.17,2,2.Jansen,8,0,3. Other selection,1,0,6,0,1,1,20,0,3,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_658,18-02-20 12:52,18-02-20 12:59,1,0,algorithm,1,6.72,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,49,0,5,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_659,18-02-20 12:54,18-02-20 12:59,1,0,algorithm,1,5,2,2.Jansen,8,0,3. Other selection,1,0,8,1,1,1,31,0,1,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_660,18-02-20 12:54,18-02-20 12:59,1,0,human,0,5.13,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,1,38,0,1,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_661,18-02-20 12:52,18-02-20 12:59,1,0,human,0,6.85,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,22,1,1,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_662,18-02-20 12:53,18-02-20 13:00,1,0,algorithm,1,7.17,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,55,0,1,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_663,18-02-20 12:54,18-02-20 13:00,1,0,human,0,5.8,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,68,0,1,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_664,18-02-20 12:52,18-02-20 13:01,0,1,algorithm,1,8.32,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,5,0,0,1,66,NA,1,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_665,18-02-20 12:52,18-02-20 13:01,1,0,algorithm,1,8.45,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,0,0,22,0,1,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_666,18-02-20 12:52,18-02-20 13:01,1,0,human,0,9.13,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,40,0,3,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_667,18-02-20 12:53,18-02-20 13:01,1,0,algorithm,1,8.4,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,50,0,1,Jansen-den Heijer-Verhagen,1,3.low
study 1,study1_668,18-02-20 12:53,18-02-20 13:02,1,0,algorithm,1,9.05,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,59,0,3,den Heijer-Jansen-Verhagen,1,3.low
study 1,study1_669,18-02-20 12:52,18-02-20 13:02,1,0,algorithm,1,9.83,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,20,0,1,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_670,18-02-20 12:53,18-02-20 13:02,1,0,human,0,8.9,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,6,0,0,1,45,1,5,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_671,18-02-20 12:53,18-02-20 13:03,1,0,human,0,10.33,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,0,24,0,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_672,18-02-20 12:53,18-02-20 13:03,1,0,algorithm,1,10.83,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,3,0,1,1,27,1,4,Verhagen-Jansen-den Heijer,1,2.medium
study 1,study1_673,18-02-20 12:53,18-02-20 13:05,1,0,human,0,11.63,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,53,1,2,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_674,18-02-20 12:54,18-02-20 13:05,1,0,human,0,10.95,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,1,0,64,1,5,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_675,18-02-20 12:52,18-02-20 13:05,1,0,human,0,13.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,34,1,2,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_676,18-02-20 12:54,18-02-20 13:06,1,0,algorithm,1,12.32,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,0,3,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_677,18-02-20 12:52,18-02-20 13:06,1,0,algorithm,1,13.75,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,19,1,1,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_678,18-02-20 12:53,18-02-20 13:08,1,0,algorithm,1,15.5,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,19,1,1,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_679,18-02-20 12:54,18-02-20 13:12,1,0,human,0,17.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,28,NA,1,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_680,18-02-20 12:53,18-02-20 13:13,1,0,algorithm,1,19.9,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,78,1,4,den Heijer-Jansen-Verhagen,1,2.medium
study 1,study1_681,18-02-20 12:52,18-02-20 13:13,0,1,algorithm,1,21.4,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,73,1,1,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_682,18-02-20 12:53,18-02-20 13:50,1,0,algorithm,1,56.08,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,1,37,0,2,Verhagen-Jansen-den Heijer,1,3.low
study 1,study1_683,18-02-20 14:00,18-02-20 14:02,0,1,algorithm,1,1.73,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,9,0,0,0,94,0,1,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_684,18-02-20 14:00,18-02-20 14:04,1,0,human,0,4.22,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,4,1,1,0,45,0,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_685,18-02-20 13:59,18-02-20 14:06,1,0,algorithm,1,6.53,1,1.Verhagen,8,0,3. Other selection,1,0,8,1,1,0,60,0,2,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_686,18-02-20 14:00,18-02-20 14:06,1,0,human,0,6.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,58,1,2,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_687,18-02-20 13:59,18-02-20 14:06,0,1,human,0,6.82,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,5,0,1,0,28,1,5,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_688,18-02-20 14:01,18-02-20 14:07,1,0,human,0,6.3,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,50,0,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_689,18-02-20 14:00,18-02-20 14:09,1,0,algorithm,1,8.7,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,58,1,1,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_690,18-02-20 14:01,18-02-20 14:10,1,0,human,0,9.45,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,46,0,1,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_691,18-02-20 14:00,18-02-20 14:10,0,1,human,0,10.27,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,71,0,4,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_692,18-02-20 14:01,18-02-20 14:11,1,0,human,0,10.25,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,65,1,1,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_693,18-02-20 12:52,18-02-20 14:11,1,0,human,0,78.97,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,0,70,0,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_694,18-02-20 14:01,18-02-20 14:12,1,0,human,0,10.72,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,50,1,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_695,18-02-20 14:00,18-02-20 14:15,1,0,human,0,14.37,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,4,0,0,0,67,0,3,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_696,18-02-20 13:59,18-02-20 14:17,1,0,algorithm,1,18.72,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,0,49,0,5,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_697,18-02-20 14:02,18-02-20 14:20,1,0,algorithm,1,18.3,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,76,0,4,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_698,18-02-20 14:01,18-02-20 14:20,1,0,algorithm,1,19.2,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,35,1,5,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_699,18-02-20 14:23,18-02-20 14:26,0,1,human,0,2.95,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,6,0,0,1,45,0,3,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_700,18-02-20 14:24,18-02-20 14:27,0,1,algorithm,1,2.33,1,1.Verhagen,8,0,3. Other selection,1,1,6,0,0,1,28,0,2,Jansen-Verhagen-den Heijer,1,1.high
study 1,study1_701,18-02-20 14:24,18-02-20 14:27,0,1,human,0,2.53,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,7,0,0,1,60,1,3,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_702,18-02-20 14:23,18-02-20 14:27,1,0,human,0,3.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,48,1,5,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_703,18-02-20 14:23,18-02-20 14:27,0,1,human,0,4.23,2,2.Jansen,8,0,3. Other selection,0,0,8,1,0,0,66,0,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_704,18-02-20 14:24,18-02-20 14:28,0,1,human,0,3.52,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,7,0,0,1,34,1,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_705,18-02-20 14:23,18-02-20 14:28,1,0,human,0,4.78,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,0,0,30,1,5,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_706,18-02-20 14:24,18-02-20 14:28,0,1,algorithm,1,4.37,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,50,0,3,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_707,18-02-20 14:25,18-02-20 14:28,0,1,human,0,3.58,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,1,0,0,0,17,0,2,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_708,18-02-20 14:24,18-02-20 14:29,0,1,algorithm,1,5,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,7,0,0,0,61,1,4,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_709,18-02-20 14:23,18-02-20 14:30,1,0,algorithm,1,6.43,2,2.Jansen,6,0,3. Other selection,0,1,6,1,1,1,37,1,2,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_710,18-02-20 14:25,18-02-20 14:30,0,1,algorithm,1,4.95,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,1,65,0,2,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_711,18-02-20 14:23,18-02-20 14:30,0,1,human,0,6.83,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,42,0,1,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_712,18-02-20 14:23,18-02-20 14:30,0,1,human,0,6.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,7,0,0,1,27,1,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_713,18-02-20 14:24,18-02-20 14:30,1,0,human,0,6.85,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,42,1,3,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_714,18-02-20 14:24,18-02-20 14:31,1,0,human,0,6.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,37,1,4,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_715,18-02-20 14:23,18-02-20 14:31,1,0,human,0,7.55,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,41,1,5,den Heijer-Jansen-Verhagen,NA,3.low
